article_id,article_has_bias,sentence_text,sentence_has_bias
fox_009,1,"Lawmakers also passed a one-month extension of the ""doc fix"" that prevents cuts to Medicare approved 15 years ago from going into effect, but without action the rates paid to doctors for treating those insured by the entitlement program will plummet on Jan.",0
fox_009,1,1.,0
fox_009,1,It's not just Republicans who are concerned about the way the lame-duck session became a dumping ground for campaign promises and wish-list legislation.,0
fox_009,1,Sen.,0
fox_009,1,"Michael Bennet, D-Colo., was caught on a hot mic in the Senate ripping the lame-duck agenda, which was set exclusively by his party, as ""rigged"" and done without a discussion among members.",1
fox_009,1,"Aside from the tax rates, lawmakers must pass this week a continuing resolution to keep the government functioning.",0
fox_009,1,"Election-harried Democrats opted against producing a budget at all this year, preferring to punt questions on tax rates and spending until after Nov.",0
fox_009,1,2.,0
fox_009,1,"So, the government relies on a series of patches to keep operating.",0
fox_009,1,"Similarly, lawmakers must vote on a supplemental appropriation to fund military operations in Afghanistan and Iraq.",0
fox_009,1,The filibuster threat increases pressure on the White House to offer a more realistic agenda for the remaining weeks of the year.,0
fox_009,1,"For example, if Congress doesn't act on the tax cuts, it means Republicans will be in position to enact their own, retroactive plan starting Jan.",0
fox_009,1,1 without having to make any concessions to Democratic demands for upper-income earners.,0
nyt_009,1,Democrats in the Senate hoping to pass nonbudget-related legislation in the lame-duck session were put on notice by their Republican colleagues Wednesday morning: No tax-cut extension?,0
nyt_009,1,No laws for you!,0
nyt_009,1,"In a letter signed by the 42 members of the Republican caucus, delivered to the Senate majority leader, Harry Reid of Nevada, and mentioned Wednesday on the Senate floor by the minority leader, Mitch McConnell of Kentucky, the Republicans informed their Democratic counterparts that they would not go forward with “any legislative item until the Senate has acted to fund the government and we have prevented the tax increase that is currently awaiting all American taxpayers.”",0
nyt_009,1,"The letter goes on: “With little time left in this Congressional session, legislative scheduling should be focused on these critical priorities.",0
nyt_009,1,"While there are other items that might ultimately be worthy of the Senate’s attention, we cannot agree to prioritize any matters above the critical issues of funding the government and preventing a job-killing tax hike.”",0
nyt_009,1,"Washington is locked in a battle over what to do about the Bush-era tax cuts, which expire at the end of the year.",0
nyt_009,1,"President Obama and Democratic lawmakers want to extend the cuts to all Americans except those with income above $250,000, while Republicans want tax cuts extended to Americans at all income levels.",0
nyt_009,1,Another idea that has been kicking around over the last few weeks — proposed by some Democrats — is raising the expiration income ceiling to households with at least $1 million in income.,0
nyt_009,1,"At the same time, Congress needs to make a legislative move to keep the government funded before the 112th Congress takes over in January.",0
nyt_009,1,"Democrats were hoping to force a more ambitious agenda into the final weeks, including the ratification of the New Start treaty, a military authorization bill that would repeal the “don’t ask, don’t tell” provision, the extension of unemployment funds and the Dream Act, an immigration bill.",0
nyt_009,1,"“If they really cared about creating jobs, they should stop blocking a preservation of unemployment insurance, which would create or save hundred of thousands of jobs,” Jim Manley, a spokesman for Mr. Reid, said in an e-mail.",0
nyt_009,1,“Unfortunately this letter is nothing new.,0
nyt_009,1,"Republicans have simply put in writing their political strategy which they have pursued over the last two years: obstruct and delay action on critical matters, and then blame the Democrats for not addressing the needs of the American people.",1
nyt_009,1,This strategy is very cynical but very obvious and transparent.”,1
nyt_009,1,This post has been revised to reflect the following correction:,0
nyt_009,1,"Correction: December 1, 2010",0
nyt_009,1,"Because of an editing error, an earlier version of this post said that Senator Harry Reid was from Arizona.",0
nyt_009,1,He is from Nevada.,0
nyt_009,1,"Senators John McCain and Lindsey Graham, two of the strongest Republican critics of the Obama administration’s handling of the Benghazi attack, offered support nonetheless for the nomination of Victoria Nuland, who helped edit the much-disputed talking points about the incident.",0
nyt_009,1,President Obama and Gov.,0
nyt_009,1,"Chris Christie, Republican of New Jersey, will reprise their pre-election tour of the coastal areas ravaged by Hurricane Sandy on Tuesday, a White House official said Friday morning.",0
hpo_009,1,WASHINGTON -- The Senate GOP's threat to filibuster every single piece of legislation until the chamber resolves budget and tax cut measures will likely be tested as soon as Friday.,1
hpo_009,1,"On Wednesday, Senate Majority Leader Harry Reid (D-Nev.) received a letter signed by all 42 Senate Republicans, which stated, ""[W]e write to inform you that we will not agree to invoke cloture on the motion to proceed to any legislative item until the Senate has acted to fund the government and we have prevented the tax increase that is currently awaiting all American taxpayers.""",0
hpo_009,1,"But Reid plans to file cloture this week on at least three measures: the DREAM Act, collective bargaining for firefighters, and a 9/11 health bill.",0
hpo_009,1,A senior Democratic staffer told The Huffington Post that it was likely to happen tonight or tomorrow.,0
hpo_009,1,"If it happens tonight, any of the bills could come before the Senate for a vote on proceeding to full debate as soon as Friday or possibly early next week.",0
hpo_009,1,"""It had been my intention to file cloture on both of these bills last evening,"" said Reid on the Senate floor on Tuesday, ""however, supporters of the original bills requested that some modifications be made.",0
hpo_009,1,These changes are reflected in the bills.,0
hpo_009,1,I intend to move forward on both of these pieces of legislation.,0
hpo_009,1,"In addition, I intend to file cloture this week on the 9/11 health bill.",0
hpo_009,1,"I'll file cloture on all three of these at the same time.""",0
hpo_009,1,"""We already have things on the calendar,"" said the Democratic staffer, noting that right now, it doesn't appear as if tax cuts will come before these measures that are already in the queue.",0
hpo_009,1,There could be some cracks in the GOP coalition to stand firm against any non-budget or tax cuts legislation though.,0
hpo_009,1,Sen.,0
hpo_009,1,"Susan Collins' (R-Maine) is reportedly open to voting to proceed on repealing Don't Ask, Don't Tell, even if the other issues aren't yet resolved.",0
hpo_009,1,Sen.,0
hpo_009,1,Scott Brown (R-Mass.) recently introduced a compromise bill on extending unemployment benefits.,0
hpo_009,1,"There's no indication yet that it will make it to the floor anytime soon, but if it did come up before a vote on the Bush tax cuts, it would put Brown in the tough spot of voting against his legislation or breaking with his party.",0
hpo_009,1,Brown's office did not respond to The Huffington Post's request for comment.,0
nyt_010,1,"Larry Summers, the outgoing chairman of the National Economic Council, just told a group of reporters that failure to pass a package like the tax deal announced by President Obama this week “would significantly increase the risk” of a double-dip recession.",0
nyt_010,1,"Mr. Summers made the remarks at a briefing with the White House press secretary Robert Gibbs and David Axelrod, the president’s top political adviser.",0
nyt_010,1,The administration has been pushing back hard against criticism from fellow Democrats that the president has caved too much to Republicans.,1
nyt_010,1,"In brief remarks after meeting with President Bronislaw Komorowski of Poland, Mr. Obama on Wednesday emphatically disputed that Democrats generally feel betrayed by his deal with Congressional Republicans on the tax cuts, saying that “the more who look at it, the more will say this makes sense.”",0
nyt_010,1,"“I just think it’s very important for Congress to examine the agreement, look at the facts, have a thorough debate, but get this done.",0
nyt_010,1,"The American people are watching, and they’re expecting action on our parts,” Mr. Obama said.",0
nyt_010,1,“I don’t think we need to translate that.”,0
nyt_010,1,"In a joint appearance at the White House with Mr. Komorowski, Mr. Obama said that “economists across the country have upwardly revised their forecasts for growth” after the tax deal was announced on Monday night.",0
nyt_010,1,Vice President Joseph R.,0
nyt_010,1,Biden Jr. planned to return to Capitol Hill this afternoon to meet with House Democrats as President Obama and the White House sought to quell the uproar among liberals about the tax deal.,1
nyt_010,1,Officials said Mr. Biden will travel to the Hill around 4:30 p.m. in an attempt to sell the compromise Mr. Obama announced this week.,0
nyt_010,1,It will be the second time in two days that Mr. Biden has served as the liaison-in-chief for the White House.,0
nyt_010,1,Mr. Biden’s visit and the president’s comments come as the administration’s message machine started churning out statements of support.,1
nyt_010,1,"To counter condemnations from some Democrats in Congress, the White House circulated a series of e-mails quoting endorsements from private-sector economic forecasters, liberal as well as conservative analysts, and Democratic officeholders, including an obscure freshman House member, Representative Gary Peters of Michigan.",1
nyt_010,1,"By noon, the White House press office had released supportive comments from Antonio Villaraigosa, the mayor of Los Angeles, and Mr. Peters.",0
nyt_010,1,"The Democratic National Committee alerted reporters that Jennifer Granholm, the Democratic governor of Michigan, also supports the deal.",0
nyt_010,1,"John Podesta, a former chief of staff to President Bill Clinton and a close ally of Mr. Obama, issued a statement calling the tax deal “a steep price” but saying the president was “right to choose helping working Americans over a December conflagration.”  The Democratic National Committee also sent that statement around to reporters.",0
nyt_010,1,"David Axelrod, the president’s chief political adviser, said on CNN’s “American Morning” that middle-class Americans were “going to get screwed” if their tax cuts were not extended at the end of the year.",1
nyt_010,1,"The administration was quick to highlight comments from Mark Zandi, chief economist for Moody’sEconomy.com, projecting that the Obama tax deal would increase economic growth next year by 1.25 percentage points and create 1.6 million jobs.",0
nyt_010,1,"Macroeconomic Advisors, Deutsche Bank and Goldman Sachs projected smaller increases but no less than at least 0.5 percentage point.",0
nyt_010,1,That is on top of projections that currently are in the range of 2 percent to 3 percent.,0
nyt_010,1,"But the public relations offensive is being met with public expressions of outrage from Mr. Obama’s base, including the most liberal members of Congress and spokesmen for interest groups on the left.",0
nyt_010,1,"Close to three dozen House Democrats have signed a letter from Representative Peter Welch, Democrat of Vermont, calling the tax deal “fiscally irresponsible” and “grossly unfair.” The letter says Mr. Obama “should not back down.",1
nyt_010,1,Nor should we.”,0
nyt_010,1,Mr. Biden’s visit with the House Democrats is likely to be as contentious as the one that he led with their Senate colleagues on Tuesday — if not more so.,0
nyt_010,1,"Despite the closed-door lunchtime meeting, Senate aides told The Times afterward that about 30 Democratic senators remained “firmly opposed” to the president’s negotiated deal after hearing from the vice president.",0
nyt_010,1,"In the House, Democratic lawmakers said Wednesday morning that the sense of disappointment with the president remained strong.",0
nyt_010,1,"“I don’t think it was preordained that if we had a deadlock, they would have won it,” said Representative Barney Frank, Democrat of Massachusetts, in an interview on MSNBC.",0
nyt_010,1,“I’m not going to vote for it.,0
nyt_010,1,I don’t feel that I should be coerced.”,1
fox_010,1,Outgoing White House economic adviser Larry Summers warned Wednesday that failure to pass a new tax cut compromise would significantly raise the risk of a double-dip recession.,0
fox_010,1,"""To pass this bill in the next couple of weeks would materially increase the risk that the economy would stall out and we would have a double dip,"" he told reporters at the White House.",0
fox_010,1,"Summers added that he thinks Congress will pass the deal President Obama struck with Republicans, an agreement that has come under withering criticism from liberal Democrats over the two-year extension of tax cuts for the rich as well as the middle class.",1
fox_010,1,"Summers said that he doesn't think that Congress would take a step that ""materially increases the risk that this economy will stall out.""",0
fox_010,1,"Positive reviews coming in from economists, Summers said, show the deal is the right thing to do.",0
fox_010,1,Sen.,0
fox_010,1,"Jon Kyl, the No. 2 Republican in the Senate, told reporters that a tax cut bill could be on the Senate floor as early as Thursday.",0
fox_010,1,"But, in a surprise move, Senate Democrats, meeting behind closed doors to discuss the tax deal, have asked the administration for ""changes"" to the bill, according to Sen Dick Durbin, D-Ill., the No. 2 Democrat in the chamber.",0
fox_010,1,"Durbin would not detail what those changes are, deferring to Senate Majority Leader Harry Reid, D-Nev.",0
fox_010,1,"Kyl said an official analysis and price tag, referred to as a ""score,"" from the Joint Committee on Taxation (JCT) are not yet ready, but that the Senate could move to the bill anyway.",0
fox_010,1,"Vice President Biden traveled to the Capitol Wednesday for a private meeting with House Democrats who are resisting the deal, saying it gives away too much to the wealthy.",0
fox_010,1,"Some Democrats are unhappy that Obama agreed to extend expiring tax cuts not just for the middle class but also for higher earners, and that he agreed to impose a lower estate tax on wealthy heirs.",0
fox_010,1,Both provisions are seen by many Democrats as giveaways to the rich that will do little to help the economy.,1
fox_010,1,"In return, Democrats would get extended jobless benefits for people who have been unemployed for long stretches.",1
fox_010,1,"Workers would also see their share of Social Security payroll taxes cut by nearly a third for the coming year, a boost in take-home pay meant to encourage spending and aid the economy.",0
fox_010,1,Liberals are going as far as trying to prevent outgoing House Speaker Nancy Pelosi from bringing the tax cut compromise to the floor.,0
fox_010,1,Reps.,0
fox_010,1,"Peter DeFazio of Oregon, and Jim McDermott and Jay Inslee of Washington state are crafting a letter to share with the House Democratic Caucus that would try to block the bill from seeing the light of day.",1
fox_010,1,They're hoping to get 60 signatures on their letter and then force a vote in the caucus.,0
fox_010,1,"""There does not seem to be a majority of the Democrats who support the deal negotiated by Vice President Biden,"" he told Fox News.",0
fox_010,1,"""So we want to have a record vote in the caucus on a resolution that says this resolution should not go to the floor without a majority of Democratic votes.""",0
fox_010,1,DeFazio said House Democrats aren't going to keep rubber-stamping deals they don't like.,0
fox_010,1,"""All through this administration, the White House has been a spear carrier for the president,"" he said.",0
fox_010,1,"""They sent something over, the speaker has jammed it through and then Obama has negotiated with the Senate.",0
fox_010,1,And they're trying to get us to jam it through again.,0
fox_010,1,"And a number of us are just saying that's enough.""",0
fox_010,1,Obama rejected claims that he betrayed Democrats by cutting a deal with Republicans.,0
fox_010,1,"Speaking to reporters at a joint appearance with Polish President Bronislaw Komorowski, Obama said economists predict higher job growth in 2011 and 2012 if Congress passes the agreement and urged lawmakers to examine the details of the deal and ""get this done.""",0
fox_010,1,But House Democrats are not listening.,1
fox_010,1,"""So far, the response has not been very good,"" Pelosi said.",0
fox_010,1,"She called the estate tax provision ""a bridge too far.""",0
hpo_010,1,"Senior White House officials significantly raised the stakes on congressional Democrats in their efforts to get a deal passed on the Bush tax cuts, warning on Wednesday that inaction would ""significantly increase the risk"" of a double dip recession.",0
hpo_010,1,"It wasn't quite the metaphorical flare of mushroom cloud imagery, but outgoing senior economic adviser Larry Summers offered a fairly dire assessment of the stakes in the tax cut debate.",1
hpo_010,1,"""If they [Democrats] don't pass this bill in the next couple weeks it will materially increase the risk that the economy would stall out and we would have a double dip,"" he told a gathering of reporters at an off camera briefing.",0
hpo_010,1,A double dip recession?,0
hpo_010,1,"""What I said it would significantly increase the risk,"" Summers replied.",0
hpo_010,1,The message was hardly subtle.,0
hpo_010,1,But it certainly was debatable.,0
hpo_010,1,"Summers himself, downplayed the significance of continuing the Bush tax cuts back in September -- though he was speaking, then, about the rates for the rich and the tax cut deal, at that point in time, did not include money for a 13-month extension of unemployment insurance or other tax incentives to help lower income workers.",0
hpo_010,1,"Asked whether the country would find itself dipping towards the economic doldrums if Congress waited a month or two to get a tax cut package passed, Rob Shapiro, a former commerce official in the Clinton White House and a proponent of the current tax cut deal, offered more sober-minded analysis.",0
hpo_010,1,"""The wait would not cause a double dip,"" he said.",0
hpo_010,1,"""A double dip would come out of the reality of a relatively contractionary fiscal policy...",0
hpo_010,1,I do think the deal that they announced is stimulative.,0
hpo_010,1,And it ought to boost growth by some increment...,0
hpo_010,1,"But the issue is, that the deal certainly is not enough to lift the economy to a different place.",0
hpo_010,1,"Will we see what happened with the large stimulus happen here, which is once the stimulus is over the economy returns to slow growth?",0
hpo_010,1,That's the danger.,0
hpo_010,1,"And I keep on saying this, the single most important thing they can do to avert that is to stabilize housing prices.""",0
hpo_010,1,"Stabilizing the housing market, however, is not on the current congressional docket.",0
hpo_010,1,"And on Wednesday, the White House began a robust process of selling the deal to Democrats -- skeptical, as they are, about an extension of Bush tax cuts for the wealthy and a generous revision of the estate tax.",0
hpo_010,1,There were few carrots to go along with the sticks.,1
hpo_010,1,"Asked, for instance, if the White House would be willing to revise the informal compromise to bring more Democratic lawmakers on board, White House Press Secretary Robert Gibbs said any changes would be fine, so long as they didn't result in decreased support.",0
hpo_010,1,"Then he cautioned: ""The physics and the blood and the sweat that might be involved in that, I'm not entirely sure I would put it quite as simply as that.""",0
hpo_010,1,"If anything, the pitch being offered from the administration to the rest of the party was: take the package now or risk being blamed for an economic downturn.",1
hpo_010,1,"""I guess the question back for those who ask [why not fight for more] is where does this go, what is the end game and what are the consequences of playing it?"" said senior adviser David Axelrod.",0
hpo_010,1,"""Do they have a sense of how this ends and how long will that take, because as Larry said there are real consequences to that.",0
hpo_010,1,Just as the forecasts went up on the basis of this agreement they will go down if this agreement fails.,0
hpo_010,1,That we know.,0
hpo_010,1,"We know that on January 1 people's taxes will go up, we know that at the end of this month 2 million people will lose their unemployment insurance.",0
hpo_010,1,And so there are real consequences to that decision.,0
hpo_010,1,"We, I think we all stipulate, the president did, no one likes those provisions that they dislike but on the other side of the ledger are significant things that will help people and help the economy.",0
hpo_010,1,"And what we know for sure is that without any of it we are facing a really difficult situation.""",0
hpo_010,1,"Added Gibbs: ""I think you would really have to ask somebody who says...",0
hpo_010,1,"lets have some eight week fight and on February the 15th come in and say, alright, now we are ready to make a compromise, who on earth, who on earth thinks that that is somehow going to be a fundamentally better agreement than the one we are looking at right now?",1
hpo_010,1,"No one I have ever talked to.""",0
nyt_011,1,Donald Trump is investing more in the conspiracy theories about President Obama’s birth certificate as he explores his own bid for the presidency.,1
nyt_011,1,"In his latest embrace of the birther strategy, Mr. Trump has invited Tea Party leaders and a legislator from Arizona to his office in Manhattan on Friday morning to discuss a bill moving through the Arizona legislature that would require candidates for president to prove that they are natural born citizens.",0
nyt_011,1,"The Arizona group said the call from Mr. Trump on Wednesday came unexpectedly, and the group had spent much of the day Thursday scurrying to make travel arrangements to New York.",1
nyt_011,1,"“Of course I was surprised, who wouldn’t be?” said the legislator, Representative Carl Seel.",0
nyt_011,1,"“I’m honored to get the ability to meet with him and discuss it, and I want to thank him for being such a supporter of this issue.”",1
nyt_011,1,"In an interview shown Thursday on the “Today” show, Mr. Trump told Meredith Vieira that he had “real doubts” about whether Mr. Obama was born in this country, and that he has sent his own investigators to Hawaii to research the issue.",1
nyt_011,1,An NBC News/Wall Street Journal poll showed Mr. Trump as the most favored candidate among Republicans who consider themselves Tea Party supporters.,0
nyt_011,1,"Mr. Obama has shown a certificate of live birth from Hawaii, which is the standard form of birth certificate in the state, and state officials – including the Republican who was governor during the 2008 campaign – have confirmed its authenticity.",1
nyt_011,1,"Several conservatives, including Glenn Beck and Bill O’Reilly, have criticized Mr. Trump for raising questions about it.",1
nyt_011,1,"But polls show that many Republicans continue to believe that Mr. Obama was not born in this country, and therefore is not eligible to be president.",0
nyt_011,1,"Kelly Townsend, a founder of the Greater Phoenix Tea Party, said Mr. Trump told them that he was interested in learning more about the legislation in Arizona.",0
nyt_011,1,"The bill, which has been approved by committees of the House and Senate, allows great latitude to the secretary of state in denying a presidential candidate a spot on the ballot, saying that the secretary can do so if he or she believes that the documents do not prove citizenship.",0
nyt_011,1,"“It’s not a birther bill,” Ms. Townsend said.",0
nyt_011,1,“It’s not about Mr. Obama.,0
nyt_011,1,"It’s about preventing any questions from coming up in the future, putting something in place so no one could question it.”",0
nyt_011,1,But a release from Mr. Seel’s office about the planned meeting noted that Mr. Trump “has brought the issue of President Barack Obama failing to provide a birth certificate front and center recently.”,0
nyt_011,1,Ms. Townsend said she had her own agenda for the meeting at Trump Tower.,0
nyt_011,1,"“I want to invite him to Arizona to talk to people and to meet our leaders,” she said.",0
nyt_011,1,“I think he’d have a good audience with Tea Partiers.”,0
fox_011,1,WASHINGTON -- Real estate tycoon Donald Trump said Thursday he has doubts about whether President Obama was born in the United States and has sent investigators to Hawaii looking for answers.,0
fox_011,1,"The ""Celebrity Apprentice"" star has shot up in the polls as a potential GOP nominee, in part because of his questions about whether Obama is constitutionally allowed to be president if he doesn't prove he is a natural-born citizen of the United States.",1
fox_011,1,"""I have people that actually have been studying it and they cannot believe what they're finding,"" Trump told NBC's ""Today"" show on Thursday.",0
fox_011,1,"Officials in Hawaii have certified Obama's citizenship, but a segment of society -- labeled ""birthers"" in the vernacular -- have demanded additional proof.",0
fox_011,1,"Trump said when he started seriously considering a presidential bid a few weeks back, he thought the president was native-born, but now he's not so sure.",0
fox_011,1,"""His grandmother in Kenya said he was born in Kenya, and she was there and witnessed the birth.",0
fox_011,1,He doesn't have a birth certificate or he hasn't shown it.,0
fox_011,1,He has what's called a certificate of live birth.,0
fox_011,1,"That is something that's easy to get,"" Trump said, arguing that Obama has spent $2 million in legal fees ""to get away from this issue.""",0
fox_011,1,"Calling it potentially one of the biggest scams in the history of politics, Trump said he'd like Obama to show his birth certificate.",0
fox_011,1,"""And to be honest with you, I hope he can,"" he told ""Today.""",0
fox_011,1,"Trump, who placed second in an NBC/ Wall Street Journal poll of potential 2012 Republican candidates, said he will decide by June whether to run, and if he is the GOP nominee, ""I'd like to beat him straight up,"" not on the basis of the question of where Obama was born.",0
fox_011,1,"In the poll, former Massachusetts Gov.",0
fox_011,1,Mitt Romney leads the would-be group of contenders with 21 percent of Republican primary voters surveyed followed by Trump and former Arkansas Gov.,0
fox_011,1,Mike Huckabee at 17 percent each.,0
fox_011,1,"The Republican primary poll was taken as part of a March 31-April 4 survey of 1,000 adults, but the sample survey of Republican primary voters polled was only 238.",0
fox_011,1,"In the poll, former House Speaker Newt Gingrich garnered 11 percent, while former Alaska Gov.",0
fox_011,1,Sarah Palin earned 10 percent support.,0
fox_011,1,Former Minnesota Gov.,0
fox_011,1,"Tim Pawlenty earned 6 percent, Minnesota Congresswoman Michele Bachmann got 5 percent, former Pennsylvania Sen.",0
fox_011,1,Rick Santorum won 3 percent and Mississippi Gov.,0
fox_011,1,Haley Barbour received 1 percent support.,0
fox_011,1,"Asked in the interview how genuine his presidential ambition is, Trump, who would have to hand over the reins of his international empire in order to run the country, said, ""I always take things seriously, but I've never taken it seriously like this.",0
fox_011,1,"I wish I didn't have to do it.""",0
fox_011,1,"But speaking on ABC News, New Jersey Republican Gov.",0
fox_011,1,"Chris Christie, who is insistent he personally is not a candidate for president in 2012, said he wasn't sure his friend Trump would be either.",0
fox_011,1,"""Donald's a really good friend of mine, I don't know that Donald really wants to be president,"" Christie said in an interview that aired Wednesday night.",1
fox_011,1,Christie: I don't know that he wants that in particular.,0
fox_011,1,...,0
fox_011,1,"We've spoken about it and all I could say to you is, I’ll believe it when I see it.""",0
fox_011,1,"Back on NBC, Trump said he wants Obama to do well, but the presidency is not going that direction.",0
fox_011,1,"""I love this country, but this country is going to hell.",0
fox_011,1,...,0
fox_011,1,The world laughs at us.,0
fox_011,1,"They won't be laughing if I'm elected president,"" he said.",0
fox_011,1,"Trump accused Obama of conducting a confusing policy on the civil war in Libya, saying ""nobody knows what's happening, and now it looks like (Libyan strongman Muammar) al-Qaddafi is going to beat the United States.""",0
fox_011,1,"""I'm only interested in Libya if we get the oil,"" Trump said.",0
fox_011,1,"He said Obama ""doesn't have a doctrine (on foreign affairs.) Foreign affairs is, we take care of ourselves first.""",0
hpo_011,1,WASHINGTON — Real estate tycoon Donald Trump said Thursday he hopes questions surrounding Barack Obama’s U.S. citizenship won’t be the defining issue if he’s chosen as the Republican candidate to challenge the president’s re-election.,0
hpo_011,1,Trump told NBC News in an interview that plans to decide by June whether to run.,0
hpo_011,1,"He said that if he’s nominated, “I’d like to beat him straight up,” not on the basis of the birth issue.",0
hpo_011,1,A national NBC/WSJ poll released yesterday shows Trump tied for 2nd with Mike Huckabee in the 2012 GOP primary field at 17 percent (Mitt Romney leads the pack at 21 percent).,0
hpo_011,1,"NBC further notes, “Strikingly, Trump .",1
hpo_011,1,.,0
hpo_011,1,.,0
hpo_011,1,"finishes first among Tea Party supporters (at 20 percent), followed by Romney (17 percent), Huckabee (14 percent), Palin (12 percent) and Gingrich (9 percent).”",0
hpo_011,1,"Trump said he didn't introduce the citizenship issue, but was asked about it during an interview a month ago.",0
hpo_011,1,"Since then, he said he's looked into it and believes ""there is a big possibility"" Obama may have violated the Constitution.",0
hpo_011,1,"""I want to see the birth certificate,"" said Trump in an interview on NBC's ""Today"" show, according to TIME.",0
hpo_011,1,"""How come his own family doesn't know which hospital he was born in?",1
hpo_011,1,How come-- forget about birth certificates.,0
hpo_011,1,Let's say there's no birth certificate.,0
hpo_011,1,"How come in the hospital itself, okay?",0
hpo_011,1,"This is one of the...in the hospital itself, there's no records of his birth.",0
hpo_011,1,"In other words, it doesn't say how much they paid, where is the doctor, here's your room bill.""",0
hpo_011,1,Officials in Hawaii have certified that Obama was born in that state.,0
hpo_011,1,"But ""birthers"" have demanded additional proof, asserting he could have been born in Kenya.",0
hpo_011,1,"""I'm not convinced that he has one,"" Trump said of the birth certificate issue.",0
hpo_011,1,"""Today"" show host Meredith Vieira asked Trump, ""You've been privy to all of this to know this?"" His response: ""Well, I have people that actually have been studying it and they cannot believe what they're talking.""",0
hpo_011,1,The remarks from the potential presidential candidate prompted Vieira to ask Trump if he had people on the ground in Hawaii searching for proof of the president's citizenship.,0
hpo_011,1,"He signaled he did, saying, ""And they cannot believe what they're finding.",1
hpo_011,1,"And I'm serious.""",0
hpo_011,1,"When asked how genuine his presidential ambition is, Trump said, ""I always take things seriously, but I've never taken it seriously like this.""",0
hpo_011,1,"""I wish I didn't have to do it,"" he said.",0
hpo_011,1,"""I wish this was the greatest place in the world,"" Trump said, but he also said jobs are disappearing in the United States and that Obama has given the country ""a terrible presidency.""",1
hpo_011,1,"Trump said that if the current fight over budget issues forces a shutdown, ""I think the president will be blamed.""",0
hpo_011,1,"He accused Obama of carrying out a confusing policy on the civil war in Libya, saying ""nobody knows what's happening, and now it looks like (Libyan strongman Moammar) Gadhafi is going to beat the United States.""",1
hpo_011,1,"""I'm only interested in Libya if we get the oil,"" Trump said.",0
hpo_011,1,"He said Obama ""doesn't have a doctrine (on foreign affairs.) Foreign affairs is, we take care of ourselves first""",0
hpo_011,1,"Of Obama, he said, ""I want him to do well.",0
hpo_011,1,...,0
hpo_011,1,"I love this country, but this country is going to hell.",1
hpo_011,1,...,0
hpo_011,1,The world laughs at us.,0
hpo_011,1,"They won't be laughing if I'm elected president.""",0
fox_012,1,"Arizona Sheriff Joe Arpaio, known for his tough and controversial stances on illegal immigration, endorsed three term Texas Governor Rick Perry for the Republican presidential nomination on Tuesday morning during a campaign swing with Mr. Perry through New Hampshire.",0
fox_012,1,"The self-titled America's Toughest Sheriff, who famously re-instituted chain gangs in 1995 and has also been a major supporter of his state's controversial SB1070 immigration law, said that Perry has done more to combat illegal immigration along the U.S. border then any of the other candidates.",1
fox_012,1,"""I'm endorsing Rick Perry because we need a tough-on-crime president who will champion and fund full-time border security operations from Brownsville to San Diego,"" Arpaio said.",0
fox_012,1,"""Governor Perry has a superior border security record and plan to make our border and our nation safer.""",1
fox_012,1,"""Sheriff Arpaio knows the struggle border states face as Washington politicians and bureaucrats fail time and again to properly secure our nation's southern boundary with Mexico,"" said Gov.",1
fox_012,1,Perry.,0
fox_012,1,"""I am honored to have Sheriff Arpaio's support for my presidential campaign and our shared goals of fighting border crime with more personnel, border fencing and surveillance.",0
fox_012,1,"A secure border is vital to protecting America's national security, public safety and jobs.""",0
fox_012,1,The endorsement from Arpaio could prove helpful to Perry who has faced criticism about his stance on immigration from the Right for his support of DREAM children.,0
fox_012,1,The illegal immigration issue has also been a hotbed for clashes between Perry and GOP presidential candidate and former Massachusetts Governor Mitt Romney.,0
fox_012,1,Romney has said that Perry provided a magnet for undocumented immigrants to settle in Texas by supporting a law that allows people who are in the country unlawfully to attend public colleges at in-state tuition rates.,0
fox_012,1,"""You said I don't want to build a fence,"" Romney said.",0
fox_012,1,"""You talk about magnets -- you put in place a magnet.""",1
fox_012,1,"Perry has also said the federal government should extend work visas permitting undocumented immigrants to move freely between the U.S. and their home countries, but stressed that he still opposes amnesty or a path to citizenship.",0
fox_012,1,"""As president, I will secure the border within a year putting thousands more federal boots on the ground, strategic fencing and aerial resources to fight border crime and make our states and nation safer,"" Perry said.",0
hpo_012,1,"Controversial Arizona Sheriff Joe Arpaio announced on Tuesday he will officially endorse Texas Governor Rick Perry for the Republican presidential nomination, which could give Perry something of a credibility boost on immigration and border issues.",0
hpo_012,1,"Arpaio is a hardliner on immigration, leading a push in Maricopa County for more enforcement.",0
hpo_012,1,"He is famous for pushing worksite raids and creating a ""Tent City,"" a military-style holding ground for inmates, now in its eighteenth year.",1
hpo_012,1,"His endorsement of Perry comes after the candidate was criticized for his immigration platform, which rests on the idea that deportation of all 11 million undocumented immigrants in the country is impractical and unlikely.",0
hpo_012,1,"Perry also opposes a full border fence, although he calls for more enforcement along the southwest border with Mexico.",0
hpo_012,1,"""The federal government has failed on border crime and border enforcement, and no candidate for president has done more to secure the border than Governor Rick Perry,"" Arpaio said in a statement.",0
hpo_012,1,"""I have been watching Governor Perry and Texas closely and know his border surge operations with state, local and federal law enforcement officials have helped shut down the illegal trafficking of weapons, drugs and people.",0
