article_id,article_bias,text,discourse_role,prev_discourse_role,next_discourse_role,has_bias,annotations
0915bc56-9392-4096-99d9-5956d24874cd,center,There is still plenty of space between the kind of plan Hutchison is calling for and what groups like the AARP would accept.,Speech,Speech,Distant_Evaluation,False,[]
0915bc56-9392-4096-99d9-5956d24874cd,center,Hutchison's plan does not include tax hikes.,Distant_Evaluation,Speech,Cause_General,False,[]
0915bc56-9392-4096-99d9-5956d24874cd,center,Her office claims the bill would cut deficits by $416 billion over the next decade and keep Social Security solvent by instead raising the retirement age to 69 over 16 years and cutting yearly cost-of-living adjustments by 1 percent.,Cause_General,Distant_Evaluation,Distant_Expectations_Consequences,False,[]
0915bc56-9392-4096-99d9-5956d24874cd,center,Workers who are 58 and older would not be affected.,Distant_Expectations_Consequences,Cause_General,Cause_General,False,[]
0915bc56-9392-4096-99d9-5956d24874cd,center,"""Those two things would keep our Social Security system solvent for 75 years with really, I think, minor pain and a big gain,"" she told Fox News on Thursday.",Cause_General,Distant_Expectations_Consequences,Speech,False,[]
0915bc56-9392-4096-99d9-5956d24874cd,center,But the AARP has told Fox News that Hutchison's proposal is not acceptable.,Speech,Cause_General,Distant_Evaluation,False,[]
0915bc56-9392-4096-99d9-5956d24874cd,center,"Asked about the possibility of Social Security entering budget talks at some point, White House Press Secretary Jay Carney reiterated past statements in saying President Obama does not see Social Security as a ""driver"" of the country's near-term deficits.",Distant_Evaluation,Speech,Speech,False,[]
0915bc56-9392-4096-99d9-5956d24874cd,center,"""The president supports measures to strengthen Social Security, but he does not support anything that would slash benefits for future generations,"" Carney said Friday.",Speech,Distant_Evaluation,Speech,False,[]
0915bc56-9392-4096-99d9-5956d24874cd,center,The back-and-forth comes amid new warnings about the future of Social Security.,Speech,Speech,Cause_General,False,[]
0915bc56-9392-4096-99d9-5956d24874cd,center,"Trustees of the Social Security and Medicare Trust Fund last week warned the Social Security Trust Fund will be exhausted in 2036 and under current law, seniors would then face a 23 percent across-the-board cut in benefits.",Cause_General,Speech,Main,True,"[{'txt': 'seniors would then face a 23 percent across-the-board cut in benefits', 'bias': 'inf', 'polarity': 'neg', 'target': 'social_security', 'aim': 'dir', 'quote': 'no', 'speaker': '', 'id': 'p19'}]"
0915bc56-9392-4096-99d9-5956d24874cd,center,"But the president's budget director told Fox News that even when the trust funds run out, both Social Security and Medicare would still have some income.",Main,Cause_General,Speech,False,[]
0915bc56-9392-4096-99d9-5956d24874cd,center,"""We have a little bit of time,"" said Jack Lew, director of the Office of Management and Budget.",Speech,Main,Speech,False,[]
0915bc56-9392-4096-99d9-5956d24874cd,center,"""We do have a challenge, but it's not that we fall off of a cliff.""",Speech,Speech,Distant_Evaluation,False,[]
0915bc56-9392-4096-99d9-5956d24874cd,center,"With AARP potentially backing off its opposition, other groups are poised to take up the fight.",Distant_Evaluation,Speech,Distant_Expectations_Consequences,False,[]
0915bc56-9392-4096-99d9-5956d24874cd,center,"A coalition of groups called Strengthen Social Security has railed against cuts to cost-of-living adjustments, recently releasing a report claiming ""even the modest COLA on which Social Security benefits are adjusted isn't safe.""",Distant_Expectations_Consequences,Distant_Evaluation,NONE,False,[]
9e1c1946-d568-4435-a7fe-20df1bbf3618,center,Donald J.,Speech,NONE,Cause_General,False,[]
9e1c1946-d568-4435-a7fe-20df1bbf3618,center,"Trump has dropped plans to moderate a presidential debate, but don’t expect him to fade quietly from the political scene.",Cause_General,Speech,Distant_Expectations_Consequences,False,[]
9e1c1946-d568-4435-a7fe-20df1bbf3618,center,"In fact, Republicans may have gotten more than they bargained for by shunning him.",Distant_Expectations_Consequences,Cause_General,Distant_Evaluation,True,"[{'txt': 'In fact, Republicans may have gotten more than they bargained for by shunning him.', 'bias': 'inf', 'polarity': 'neg', 'target': 'Donald_Trump', 'aim': 'dir', 'quote': 'no', 'speaker': '', 'id': 'p1'}]"
9e1c1946-d568-4435-a7fe-20df1bbf3618,center,Mr. Trump’s statement on Tuesday that he was bowing out of the Newsmax debate seemed certain to open the door to another round of “I just might …” threats from the real estate mogul.,Distant_Evaluation,Distant_Expectations_Consequences,Distant_Evaluation,True,"[{'txt': 'threats', 'bias': 'lex', 'polarity': 'neg', 'target': 'Donald_Trump', 'aim': 'dir', 'quote': 'no', 'speaker': '', 'id': 'p2'}]"
9e1c1946-d568-4435-a7fe-20df1bbf3618,center,"“It is very important to me that the right Republican candidate be chosen to defeat the failed and very destructive Obama administration,” Mr. Trump said in his statement.",Distant_Evaluation,Distant_Evaluation,Speech,False,[]
9e1c1946-d568-4435-a7fe-20df1bbf3618,center,"“But if that Republican, in my opinion, is not the right candidate, I am not willing to give up my right to run as an independent candidate.”",Speech,Distant_Evaluation,Speech,False,[]
9e1c1946-d568-4435-a7fe-20df1bbf3618,center,Mr. Trump drew considerable criticism from the Republican establishment for moderating a presidential debate while openly saying that he might still run if he was displeased with the candidates.,Speech,Speech,Distant_Evaluation,True,"[{'txt': 'while openly saying that he might still run if he was displeased with the candidates', 'bias': 'inf', 'polarity': 'neg', 'target': 'Donald_Trump', 'aim': 'dir', 'quote': 'no', 'speaker': '', 'id': 'p5'}]"
9e1c1946-d568-4435-a7fe-20df1bbf3618,center,Rather than go ahead with the debate and declare that he will not run — Mr. Trump has flirted with running for president several times since the 1980s but has always decided not to follow through — he chose to drop the debate.,Distant_Evaluation,Speech,Cause_General,True,"[{'txt': 'Mr. Trump has flirted with running for president several times since the 1980s but has always decided not to follow through', 'bias': 'inf', 'polarity': 'neg', 'target': 'Donald_Trump', 'aim': 'dir', 'quote': 'no', 'speaker': '', 'id': 'p6'}]"
9e1c1946-d568-4435-a7fe-20df1bbf3618,center,"“I must leave all of my options open because, above all else, we must make America great again!” he said.",Cause_General,Distant_Evaluation,Speech,False,[]
9e1c1946-d568-4435-a7fe-20df1bbf3618,center,Mr. Trump was facing a potentially awkward task: moderating a debate that only two candidates said they would attend.,Speech,Cause_General,Distant_Evaluation,False,[]
9e1c1946-d568-4435-a7fe-20df1bbf3618,center,Newt Gingrich and Rick Santorum were the only two Republicans who agreed to participate.,Distant_Evaluation,Speech,Cause_General,False,[]
9e1c1946-d568-4435-a7fe-20df1bbf3618,center,"Mitt Romney, Rick Perry, Michele Bachmann, Jon M.",Cause_General,Distant_Evaluation,Cause_General,False,[]
9e1c1946-d568-4435-a7fe-20df1bbf3618,center,"Huntsman Jr. and Ron Paul all declined, putting a big dent in Mr. Trump’s self-proclaimed status as Republican kingmaker.",Cause_General,Cause_General,Distant_Evaluation,True,"[{'txt': 'Mr. Trump’s self-proclaimed status as Republican kingmaker', 'bias': 'inf', 'polarity': 'neg', 'target': 'Donald_Trump', 'aim': 'dir', 'quote': 'no', 'speaker': '', 'id': 'p10'}]"
9e1c1946-d568-4435-a7fe-20df1bbf3618,center,"Mr. Trump issued the following exclamation-point laden statement through his lawyer, Michael Cohen.",Distant_Evaluation,Cause_General,NONE,True,"[{'txt': 'exclamation-point laden', 'bias': 'lex', 'polarity': 'neg', 'target': 'Donald_Trump', 'aim': 'dir', 'quote': 'no', 'speaker': '', 'id': 'p11'}]"
172fb859-4d82-49ec-8fa1-52c3cfd0e645,conservative,"Donald Trump announced Tuesday that he is bowing out as the moderator for a Republican presidential debate later this month, after most candidates in the field opted not to attend.",Main,NONE,Main,True,"[{'txt': 'after most candidates in the field opted not to attend', 'bias': 'inf', 'polarity': 'neg', 'target': 'Donald_Trump', 'aim': 'dir', 'quote': 'no', 'speaker': '', 'id': 'p0'}]"
172fb859-4d82-49ec-8fa1-52c3cfd0e645,conservative,"Trump said he wanted to make sure there's no ""conflict of interest"" in case he decides to run as a third-party candidate next year.",Main,Main,Speech,False,[]
172fb859-4d82-49ec-8fa1-52c3cfd0e645,conservative,He cast his decision as a way to keep his options open.,Speech,Main,Distant_Evaluation,False,[]
172fb859-4d82-49ec-8fa1-52c3cfd0e645,conservative,He said later on Fox News that he's still considering an independent bid.,Distant_Evaluation,Speech,Speech,False,[]
172fb859-4d82-49ec-8fa1-52c3cfd0e645,conservative,"""I am looking at it, if the Republicans choose the wrong candidate, which is a possibility, and if the economy continues to be bad, which I think it will be,"" Trump said.",Speech,Distant_Evaluation,Speech,False,[]
172fb859-4d82-49ec-8fa1-52c3cfd0e645,conservative,"The real estate mogul and reality TV star said he wants to make sure Republicans pick the ""right"" candidate -- he said he still plans to make an endorsement despite his threatened third-party run.",Speech,Speech,Speech,True,"[{'txt': 'threatened', 'bias': 'lex', 'polarity': 'neg', 'target': 'Donald_Trump', 'aim': 'dir', 'quote': 'no', 'speaker': '', 'id': 'p5'}]"
172fb859-4d82-49ec-8fa1-52c3cfd0e645,conservative,Though the Dec.,Speech,Speech,Distant_Historical,False,[]
172fb859-4d82-49ec-8fa1-52c3cfd0e645,conservative,"27 debate technically is sponsored by Newsmax, Trump quickly became the face of it after he was named as moderator.",Distant_Historical,Speech,Cause_General,False,[]
172fb859-4d82-49ec-8fa1-52c3cfd0e645,conservative,While former House Speaker Newt Gingrich and former Pennsylvania Sen.,Cause_General,Distant_Historical,Cause_General,False,[]
172fb859-4d82-49ec-8fa1-52c3cfd0e645,conservative,"Rick Santorum agreed to attend early on, other Republican candidates subsequently bowed out.",Cause_General,Cause_General,Cause_General,False,[]
172fb859-4d82-49ec-8fa1-52c3cfd0e645,conservative,"Some expressed concern that Trump, who previously flirted with a possible Republican presidential bid before shelving the idea, would not definitively rule out running as a third-party candidate.",Cause_General,Cause_General,Distant_Evaluation,True,"[{'txt': 'flirted', 'bias': 'lex', 'polarity': 'neg', 'target': 'Donald_Trump', 'aim': 'dir', 'quote': 'no', 'speaker': '', 'id': 'p8'}]"
172fb859-4d82-49ec-8fa1-52c3cfd0e645,conservative,Trump on Tuesday specifically cited Republican National Committee Chairman Reince Priebus' concerns about his involvement.,Distant_Evaluation,Cause_General,Distant_Evaluation,False,[]
172fb859-4d82-49ec-8fa1-52c3cfd0e645,conservative,He said he does not expect Newsmax to follow through with the debate now that he's out.,Distant_Evaluation,Distant_Evaluation,Speech,False,[]
172fb859-4d82-49ec-8fa1-52c3cfd0e645,conservative,"""We would have done very well.",Speech,Distant_Evaluation,Speech,False,[]
172fb859-4d82-49ec-8fa1-52c3cfd0e645,conservative,"We would have gotten great ratings,"" Trump said, voicing his trademark confidence.",Speech,Speech,Speech,False,[]
172fb859-4d82-49ec-8fa1-52c3cfd0e645,conservative,Trump first announced his debate decision in a written statement Tuesday afternoon.,Speech,Speech,Cause_General,False,[]
172fb859-4d82-49ec-8fa1-52c3cfd0e645,conservative,"""It is very important to me that the right Republican candidate be chosen to defeat the failed and very destructive Obama administration, but if that Republican, in my opinion, is not the right candidate, I am not willing to give up my right to run as an independent candidate,"" he said.",Cause_General,Speech,Speech,False,[]
172fb859-4d82-49ec-8fa1-52c3cfd0e645,conservative,"""Therefore, so that there is no conflict of interest within the Republican Party, I have decided not to be the moderator of the Newsmax debate.",Speech,Cause_General,Speech,False,[]
172fb859-4d82-49ec-8fa1-52c3cfd0e645,conservative,...,Speech,Speech,Distant_Evaluation,False,[]
172fb859-4d82-49ec-8fa1-52c3cfd0e645,conservative,"I must leave all of my options open because, above all else, we must make America great again!""",Distant_Evaluation,Speech,Speech,False,[]
172fb859-4d82-49ec-8fa1-52c3cfd0e645,conservative,"Trump went on to praise Gingrich and Santorum for ""having the courage, conviction, and confidence"" to agree to the debate.",Speech,Distant_Evaluation,NONE,False,[]
empty,liberal,Donald Trump has announced Tuesday that he is pulling out of his own Dec.,Distant_Evaluation,NONE,Main,True,"[{'txt': 'his own', 'bias': 'lex', 'polarity': 'neg', 'target': 'Donald_Trump', 'aim': 'dir', 'quote': 'no', 'speaker': '', 'id': 'p0'}]"
empty,liberal,27th debate.,Main,Distant_Evaluation,Distant_Evaluation,False,[]
empty,liberal,"""I have decided not to be the moderator of the Newsmax debate,"" Trump said in a statement.",Distant_Evaluation,Main,Speech,False,[]
empty,liberal,"""I believe this would not only have been the most watched debate, but also the most substantive and interesting debate.""",Speech,Distant_Evaluation,Speech,False,[]
empty,liberal,"Trump said that he was ending the debate because he did not want to ""give up my right to run as an independent candidate,"" which he claimed the Republican Party was asking him to do if he wanted to moderate the debate.",Speech,Speech,Speech,False,[]
empty,liberal,(Trump made waves by very loudly claiming he was considering running as a Republican earlier in the year.),Speech,Speech,Distant_Expectations_Consequences,True,"[{'txt': 'very loudly', 'bias': 'lex', 'polarity': 'neg', 'target': 'Donald_Trump', 'aim': 'dir', 'quote': 'no', 'speaker': '', 'id': 'p4'}]"
empty,liberal,The announcement came just eleven days after Trump initially said he was partnering with the conservative magazine to host a forum with the remaining Republican presidential candidates.,Distant_Expectations_Consequences,Speech,Cause_General,False,[]
empty,liberal,"Since then, a majority of those candidates made clear that they would not be turning up, with only Newt Gingrich and Rick Santorum pledging to appear.",Cause_General,Distant_Expectations_Consequences,Speech,False,[]
empty,liberal,"Trump also attracted the usual share of public ridicule for his decision to moderate, as well as his pledge to endorse whichever candidate he liked best at the debate.",Speech,Cause_General,Speech,True,"[{'txt': 'the usual share of public ridicule', 'bias': 'inf', 'polarity': 'neg', 'target': 'Donald_Trump', 'aim': 'dir', 'quote': 'no', 'speaker': '', 'id': 'p7'}]"
empty,liberal,"As the days went on, Trump began making noises about possibly canceling the debate; however, as late as Monday night, he was still saying that the forum was taking place.",Speech,Speech,NONE,True,"[{'txt': 'making noises', 'bias': 'lex', 'polarity': 'neg', 'target': 'Donald_Trump', 'aim': 'dir', 'quote': 'no', 'speaker': '', 'id': 'p8'}]"
7a5e2a48-3788-4db9-8018-9466bf1d8bc8,conservative,Setting the tone for the 112th Congress — in which every House bill must cite the constitutional source of its authority — members of the House of Representatives began to read the United States Constitution aloud from the chamber’s floor on Thursday morning.,Distant_Evaluation,NONE,Main,False,[]
7a5e2a48-3788-4db9-8018-9466bf1d8bc8,conservative,"Like the Constitutional Convention itself, things did not begin auspiciously.",Main,Distant_Evaluation,Distant_Evaluation,False,[]
7a5e2a48-3788-4db9-8018-9466bf1d8bc8,conservative,"Before the reading began, Jay Inslee, Democrat of Washington, asked Republicans to illuminate exactly what part of the Constitution would be read, what parts would be deleted and who would decide how things would unfold.",Distant_Evaluation,Main,Cause_General,False,[]
7a5e2a48-3788-4db9-8018-9466bf1d8bc8,conservative,"It was decided in advance that any portion of the Constitution that was superseded by amendments — including the amendments themselves — would not be read, preventing lawmakers from having to make references to slaves, referred to in Article 1, Section 2 as “three fifths of all other persons,” or to things like prohibition.",Cause_General,Distant_Evaluation,Main,False,[]
7a5e2a48-3788-4db9-8018-9466bf1d8bc8,conservative,"These inquiries about parliamentary procedure were not well received, and for several minutes, before a word of the preamble could be uttered, Democrats and Republicans battled back and forth over the issue of language, perhaps presaging future partisan battles over the meaning, purpose and application of the document.",Main,Cause_General,Cause_General,True,"[{'txt': 'Democrats and Republicans battled back and forth over the issue of language', 'bias': 'inf', 'polarity': 'neg', 'target': 'U.S._Congress', 'aim': 'dir', 'quote': 'no', 'speaker': '', 'id': 'p4'}]"
7a5e2a48-3788-4db9-8018-9466bf1d8bc8,conservative,"Once that was settled, just after 11 a.m., Representative John A.",Cause_General,Main,Cause_Specific,False,[]
7a5e2a48-3788-4db9-8018-9466bf1d8bc8,conservative,"Boehner, the newly installed speaker of the House, read the preamble (that magical “We the people”), before yielding to the woman who handed him the gavel on Wednesday, Representative Nancy Pelosi, who picked up with Article 1, Section 1 (“All legislative powers herein granted shall be vested in a Congress of the United States, which shall consist of a Senate and House of Representatives”), followed by Representative Eric Cantor, the House majority leader, and other House leaders.",Cause_Specific,Cause_General,Main,False,[]
7a5e2a48-3788-4db9-8018-9466bf1d8bc8,conservative,"From there, members who wished to read were recognized from their seats, beginning with Representative Steve Rothman, Democrat of New Jersey.",Main,Cause_Specific,Cause_General,False,[]
7a5e2a48-3788-4db9-8018-9466bf1d8bc8,conservative,"And so, sentence by sentence, in accents that reflect the myriad districts that did not even exist when the document came into being, by women and African Americans whose full rights were not recognized at that time, the constitutional language fluttered through the chamber.",Cause_General,Main,Main,False,[]
7a5e2a48-3788-4db9-8018-9466bf1d8bc8,conservative,"At one point, there was yelling in the chamber, and the sergeant-at-arms was called to remove a protester.",Main,Cause_General,Cause_General,True,"[{'txt': 'At one point, there was yelling in the chamber, and the sergeant-at-arms was called to remove a protester.', 'bias': 'inf', 'polarity': 'neg', 'target': 'U.S._Congress', 'aim': 'dir', 'quote': 'no', 'speaker': '', 'id': 'p8'}]"
7a5e2a48-3788-4db9-8018-9466bf1d8bc8,conservative,"The reading of the document on the floor of the House, an act that is part of the new rules package, serves several purposes, said Representative Robert W.",Cause_General,Main,Speech,False,[]
7a5e2a48-3788-4db9-8018-9466bf1d8bc8,conservative,"Goodlatte, Republican of Virginia, who came up with the idea for the live reading.",Speech,Cause_General,Cause_General,False,[]
7a5e2a48-3788-4db9-8018-9466bf1d8bc8,conservative,"Largely, it was meant to instruct members, who now must use it to underlie their bills, and to inform voters.",Cause_General,Speech,Cause_General,False,[]
7a5e2a48-3788-4db9-8018-9466bf1d8bc8,conservative,"“Throughout the last year there has been a great debate about the expansion of the federal government, and lots of my constituents have said that Congress has gone beyond its powers granted in the Constitution,” said Mr. Goodlatte, a senior member of the House Judiciary Committee, which has jurisdiction over constitutional amendments.",Cause_General,Cause_General,Speech,False,[]
7a5e2a48-3788-4db9-8018-9466bf1d8bc8,conservative,He added: “I think it is important that we send a message to people at home that the constitution is an important document.”,Speech,Cause_General,Speech,False,[]
7a5e2a48-3788-4db9-8018-9466bf1d8bc8,conservative,"But it was also clearly meant as a nod to the Tea Party, a loosely organized political movement whose members cite the Constitution as the basis for much of their political theory concerning federal powers and the rights and responsibilities of Congress.",Speech,Speech,Distant_Evaluation,False,[]
7a5e2a48-3788-4db9-8018-9466bf1d8bc8,conservative,"To wit, the document reading happened on the same day that House Republicans began the contentious process of repealing the health care law, which they have long said lacks constitutional basis.",Distant_Evaluation,Speech,Cause_General,False,[]
7a5e2a48-3788-4db9-8018-9466bf1d8bc8,conservative,"The order of reading was ironed out at the last minute, with the goal of letting all who wished to read do so, but making sure there was party parity, Mr. Goodlatte said.",Cause_General,Distant_Evaluation,Speech,False,[]
7a5e2a48-3788-4db9-8018-9466bf1d8bc8,conservative,"“We have spread the word to everyone, and there was a lot of interest,” he said.",Speech,Cause_General,Speech,False,[]
7a5e2a48-3788-4db9-8018-9466bf1d8bc8,conservative,"According to the Office of the Historian of the House of Representatives, the only two prior instances in which a full or partial text of the Constitution was inserted into the Congressional Record was in 1882, when Roswell Flower of New York “appended” a text of the Constitution — minus the amendments — into the record, and in 1915, when Thomas Reilly of Connecticut inserted the full text of the Constitution into the Congressional Record as an extension of his remarks.",Speech,Speech,Distant_Historical,False,[]
7a5e2a48-3788-4db9-8018-9466bf1d8bc8,conservative,But the office could not find any examples of the full text of the Constitution actually being read out loud on the House Floor.,Distant_Historical,Speech,NONE,False,[]
397c6aa0-f41a-4f34-942d-b9f81edbef56,liberal,"WASHINGTON - And on the second day of Republican rule, the House read the Constitution.",Main,NONE,Main,False,[]
397c6aa0-f41a-4f34-942d-b9f81edbef56,liberal,Those wondering whether the reading would be dramatic found out on Thursday as volunteers gave voice to the seven articles and 27 amendments that make up the nation’s governing document.,Main,Main,Main,False,[]
397c6aa0-f41a-4f34-942d-b9f81edbef56,liberal,Republicans have made strict adherence to the Constitution a key tenet of their effort to reduce the size of the federal government.,Main,Main,Cause_General,False,[]
397c6aa0-f41a-4f34-942d-b9f81edbef56,liberal,The House GOP will reportedly make it a requirement that all new bills put forth in the legislative body include “a statement by the lawmaker who wrote it citing the constitutional authority to enact the proposed legislation.”,Cause_General,Main,Main,False,[]
397c6aa0-f41a-4f34-942d-b9f81edbef56,liberal,The Washington Post reported last week that reading the founding document in full appears to be a first in the chamber’s 221-year history:,Main,Cause_General,Distant_Evaluation,False,[]
397c6aa0-f41a-4f34-942d-b9f81edbef56,liberal,“Call it the tea party-ization of Congress.,Distant_Evaluation,Main,Distant_Evaluation,False,[]
397c6aa0-f41a-4f34-942d-b9f81edbef56,liberal,...,Distant_Evaluation,Distant_Evaluation,Distant_Evaluation,False,[]
397c6aa0-f41a-4f34-942d-b9f81edbef56,liberal,These are two standout changes on a long list of new rules Republicans will institute in the House when they assume the majority on Jan.,Distant_Evaluation,Distant_Evaluation,Main,False,[]
397c6aa0-f41a-4f34-942d-b9f81edbef56,liberal,5.,Main,Distant_Evaluation,Cause_General,False,[]
397c6aa0-f41a-4f34-942d-b9f81edbef56,liberal,"After handing out pocket-size Constitutions at rallies, after studying the document article by article and after demanding that Washington return to its founding principles, tea party activists have something new to applaud.",Cause_General,Main,Main,True,"[{'txt': 'demanding', 'bias': 'lex', 'polarity': 'neg', 'target': 'Tea_Party', 'aim': 'dir', 'quote': 'no', 'speaker': '', 'id': 'p7'}]"
397c6aa0-f41a-4f34-942d-b9f81edbef56,liberal,A pillar of their grass-roots movement will become a staple in the bureaucracy that governs Congress.”,Main,Cause_General,Distant_Expectations_Consequences,False,[]
397c6aa0-f41a-4f34-942d-b9f81edbef56,liberal,Politics Daily recently reported:,Distant_Expectations_Consequences,Main,Cause_General,False,[]
397c6aa0-f41a-4f34-942d-b9f81edbef56,liberal,"“Beyond its symbolic power, however, it is unclear what impact the new rule will have upon the nation.",Cause_General,Distant_Expectations_Consequences,Distant_Evaluation,False,[]
397c6aa0-f41a-4f34-942d-b9f81edbef56,liberal,"Under axiomatic legal precedent, virtually all congressional action is presumed valid anyway, at least initially.",Distant_Evaluation,Cause_General,Cause_General,True,"[{'txt': 'Under axiomatic legal precedent, virtually all congressional action is presumed valid anyway, at least initially.', 'bias': 'inf', 'polarity': 'neg', 'target': 'Republican_Lawmakers', 'aim': 'dir', 'quote': 'yes', 'speaker': 'other_neutral', 'id': 'p11'}]"
397c6aa0-f41a-4f34-942d-b9f81edbef56,liberal,"Moreover, by taking their oaths of office, lawmakers swear to abide by the Constitution, and virtually all legislation is vetted for constitutional support on some level by government lawyers before it makes it to committee or to the floor of the House.",Cause_General,Distant_Evaluation,Cause_General,False,[]
397c6aa0-f41a-4f34-942d-b9f81edbef56,liberal,"It is also quite obvious, from 223 years of legal and political debate on the topic, that the text of the Constitution itself, including those portions that deal with legislative power, is susceptible to many different (and often evolving) views and interpretations, a practical reality that would likely render most “Constitutional Authority Statements” controversial and contentious.”",Cause_General,Cause_General,Distant_Evaluation,True,"[{'txt': 'It is also quite obvious', 'bias': 'inf', 'polarity': 'neg', 'target': 'Republican_Lawmakers', 'aim': 'dir', 'quote': 'yes', 'speaker': 'other_neutral', 'id': 'p13'}]"
397c6aa0-f41a-4f34-942d-b9f81edbef56,liberal,"According to Peter Keating at Vanity Fair, $1.1 million is the estimated cost of GOP plans to read the document on the House floor.",Distant_Evaluation,Cause_General,Cause_General,True,"[{'txt': 'According to Peter Keating at Vanity Fair, $1.1 million is the estimated cost of GOP plans to read the document on the House floor.', 'bias': 'inf', 'polarity': 'neg', 'target': 'Republican_Lawmakers', 'aim': 'dir', 'quote': 'no', 'speaker': '', 'id': 'p14'}]"
397c6aa0-f41a-4f34-942d-b9f81edbef56,liberal,“The amount I get is nearly $1.1 million.,Cause_General,Distant_Evaluation,Speech,False,[]
397c6aa0-f41a-4f34-942d-b9f81edbef56,liberal,"$1,071,872.87, to be exact, though of course this is more back-of-the-envelope than exact.",Speech,Cause_General,Cause_General,False,[]
397c6aa0-f41a-4f34-942d-b9f81edbef56,liberal,"When one chamber of Congress is in session but not working, we the people still have to pay for members’ salaries and expenses, and for their police protection, and for keeping their lights and phones and coffee machines on.”",Cause_General,Speech,Speech,True,"[{'txt': 'When one chamber of Congress is in session but not working, we the people still have to pay for members’ salaries and expenses, and for their police protection, and for keeping their lights and phones and coffee machines on.”', 'bias': 'inf', 'polarity': 'neg', 'target': 'Republican_Lawmakers', 'aim': 'dir', 'quote': 'yes', 'speaker': 'other_neutral', 'id': 'p17'}]"
397c6aa0-f41a-4f34-942d-b9f81edbef56,liberal,"“We always hear members of Congress talking about swearing an oath to represent their constituents, when in reality the only oath we take is to the Constitution,” explained newly-minted Speaker John Boehner to the Post.",Speech,Cause_General,Speech,False,[]
397c6aa0-f41a-4f34-942d-b9f81edbef56,liberal,"“On November 2nd, voters called for an end to reckless spending and a renewed commitment to the Constitution,” said Rep.",Speech,Speech,Speech,False,[]
397c6aa0-f41a-4f34-942d-b9f81edbef56,liberal,"Michele Bachmann (R-Minn.), who has emerged a prominent voice of the Tea Party movement, to the Post.",Speech,Speech,Main,False,[]
397c6aa0-f41a-4f34-942d-b9f81edbef56,liberal,“These new rules show that Republicans are serious about respecting the Constitution.”,Main,Speech,Distant_Evaluation,True,"[{'txt': '“These new rules show that Republicans are serious about respecting the Constitution.”', 'bias': 'inf', 'polarity': 'pos', 'target': 'Republican_Lawmakers', 'aim': 'dir', 'quote': 'yes', 'speaker': 'Republican_Lawmakers', 'id': 'p20'}]"
397c6aa0-f41a-4f34-942d-b9f81edbef56,liberal,"Also on Thursday, the House is to take up its first spending cut measure, a proposed 5 percent trim in the budgets of leadership, rank-and-file member and committee offices.",Distant_Evaluation,Main,Main,False,[]
397c6aa0-f41a-4f34-942d-b9f81edbef56,liberal,Republicans have estimated that this will save $35 million over the next nine months.,Main,Distant_Evaluation,NONE,False,[]
4d1963de-dcbe-4c3e-bc73-a520ee40dcf5,center,"Even for a Congress known to battle over every little detail, reading the U.S. Constitution aloud sounded like a simple exercise.",Cause_General,NONE,Distant_Evaluation,True,"[{'txt': 'Even for a Congress known to battle over every little detail', 'bias': 'inf', 'polarity': 'neg', 'target': 'U.S._Congress', 'aim': 'dir', 'quote': 'no', 'speaker': '', 'id': 'p0'}]"
4d1963de-dcbe-4c3e-bc73-a520ee40dcf5,center,Turned out it wasn't.,Distant_Evaluation,Cause_General,Distant_Evaluation,False,[]
4d1963de-dcbe-4c3e-bc73-a520ee40dcf5,center,Newly sworn members of the House reading aloud the country's founding document on Thursday didn't recite every verse and article of the document because Republicans decided that the obsolete parts can be skipped since they've been superseded by amendment.,Distant_Evaluation,Distant_Evaluation,Cause_General,False,[]
4d1963de-dcbe-4c3e-bc73-a520ee40dcf5,center,"For instance, lawmakers did not read the 18th Amendment, which imposed prohibition on liquor in 1919.",Cause_General,Distant_Evaluation,Cause_General,False,[]
4d1963de-dcbe-4c3e-bc73-a520ee40dcf5,center,"However, they did read the 21st Amendment, which repealed prohibition in 1933 and is still in force.",Cause_General,Cause_General,Cause_General,False,[]
4d1963de-dcbe-4c3e-bc73-a520ee40dcf5,center,Republicans also left out the part about counting slaves and Native Americans as three-fifths of a person.,Cause_General,Cause_General,Cause_General,False,[]
4d1963de-dcbe-4c3e-bc73-a520ee40dcf5,center,"Portions of the U.S. Constitution are never deleted, just amended, as has been done 27 times in history.",Cause_General,Cause_General,Cause_General,False,[]
4d1963de-dcbe-4c3e-bc73-a520ee40dcf5,center,"But all the original decisions remain in the Constitution, including in the copies authorized by Congress' Joint Committee on Printing and used in Thursday's reading.",Cause_General,Cause_General,Cause_General,False,[]
4d1963de-dcbe-4c3e-bc73-a520ee40dcf5,center,And that was the point of contention for Democratic lawmakers who complained that exempting parts of the document from the reading undermines the objective of the exercise.,Cause_General,Cause_General,Distant_Evaluation,True,"[{'txt': 'complained', 'bias': 'lex', 'polarity': 'neg', 'target': 'Democratic_Lawmakers', 'aim': 'dir', 'quote': 'no', 'speaker': '', 'id': 'p8'}]"
4d1963de-dcbe-4c3e-bc73-a520ee40dcf5,center,"""This is very emotional for me,"" Rep.",Distant_Evaluation,Cause_General,Distant_Evaluation,False,[]
4d1963de-dcbe-4c3e-bc73-a520ee40dcf5,center,"Jesse Jackson Jr., D-Ill., said on the floor before the reading began.",Distant_Evaluation,Distant_Evaluation,Main,False,[]
